family,x,y,count
P2,0.16,0.73,129
P2,0.16,0.72,12
P2,0.17,0.72,17
P2,0.17,0.71,36
P2,0.17,0.70,16034
P2,0.17,0.69,332
P2,0.17,0.68,80
P2,0.17,0.67,124
P2,0.06,0.78,1580
P2,0.05,0.78,1344
P2,0.04,0.78,1285
P2,0.24,0.84,1154
P2,0.23,0.84,712
P2,0.25,0.80,318
P2,-0.22,0.28,2051
P2,-0.20,0.27,178
P2,-0.05,0.78,2825
P2,-0.04,0.78,2529
P2,0.06,0.28,7773
P2,-0.04,1.02,512
P2,-0.04,1.03,595
P2,-0.05,1.03,852
P2,-0.06,1.03,730
P2,-0.01,0.63,3766
P2,-0.09,0.68,2296
P2,-0.10,0.68,1750
P2,-0.09,0.51,2535
P2,0.01,1.03,759
P2,0.01,1.04,340
P2,0.02,1.04,506
P2,0.02,1.03,1104
P2,0.11,0.83,2322
P2,0.12,0.83,2545
P2,0.17,0.80,1325
P2,-0.05,0.51,2924
P2,0.11,0.31,13391
P2,-0.19,1.03,1495
P2,-0.09,0.65,1483
P2,-0.09,0.64,2213
P2,0.05,0.50,2645
P2,0.04,0.50,3023
P2,0.15,1.14,453
P2,0.15,1.15,315
P2,0.08,0.92,2355
P2,-0.02,0.77,2132
P2,-0.02,0.78,1831
P2,-0.01,0.78,1714
P2,-0.01,0.77,2280
P2,-0.19,1.20,893
P2,-0.18,1.20,582
P2,0.01,0.67,4119
P2,-0.24,0.76,1843
P2,-0.11,1.29,230
P2,-0.12,1.29,318
P2,-0.13,1.29,188
P2,0.15,1.05,712
P2,0.15,1.06,698
P2,0.14,1.06,485
P2,0.14,1.05,700
P2,-0.19,1.04,1491
P2,-0.20,1.04,1399
P2,-0.09,0.98,562
P2,-0.09,0.99,488
P2,0.06,0.62,2894
P2,-0.04,1.16,177
P2,-0.04,1.17,180
P2,-0.05,1.17,137
P2,-0.05,1.16,323
P2,-0.06,1.16,263
P2,0.10,0.47,2422
P2,-0.13,0.80,753
P2,-0.13,0.81,689
P2,-0.14,0.80,441
P2,0.18,0.58,937
P2,-0.08,0.83,1392
P2,-0.23,0.37,1372
P2,-0.17,1.23,570
P2,-0.18,1.23,532
P2,-0.18,1.24,468
P2,-0.19,1.24,538
P2,-0.19,1.23,400
P2,-0.21,1.25,720
P2,-0.20,1.25,800
P2,-0.19,1.25,523
P2,-0.05,1.07,600
P2,-0.05,1.08,582
P2,-0.03,1.14,156
P2,-0.03,1.15,439
P2,-0.04,1.15,366
P2,-0.04,1.14,297
P2,0.15,0.68,89
P2,-0.21,1.01,866
P2,-0.20,1.02,1144
P2,-0.19,1.02,865
P2,-0.19,1.01,1066
P2,-0.19,0.68,1343
P2,-0.18,0.68,1049
P2,-0.22,0.60,2000
P2,-0.21,0.60,1668
P2,-0.22,0.91,1386
P2,-0.21,0.91,1390
P2,-0.20,0.91,1431
P2,0.06,0.45,3205
P2,0.07,0.45,3359
P2,-0.10,0.58,1699
P2,-0.11,0.59,1389
P2,-0.22,0.92,1216
P2,-0.21,0.92,1237
P2,-0.20,0.92,1332
P2,-0.23,0.68,2824
P2,-0.22,0.68,2433
P2,0.22,0.26,606
P2,0.21,0.26,398
P2,0.20,0.26,993
P2,-0.20,0.79,2056
P2,-0.19,0.79,1418
P2,-0.19,0.78,1524
P2,0.18,1.11,544
P2,0.18,1.12,389
P2,0.19,1.12,402
P2,0.19,1.11,493
P2,0.15,0.92,2700
P2,0.14,0.92,2867
P2,0.14,0.91,4598
P2,0.13,0.91,3632
P2,-0.21,1.09,939
P2,-0.20,1.09,1038
P2,-0.19,1.09,739
P2,-0.14,0.75,948
P2,-0.15,0.75,707
P2,-0.05,0.49,3785
P2,-0.05,0.50,3654
P2,-0.04,0.49,4015
P2,-0.22,1.13,427
P2,-0.23,1.14,952
P2,-0.24,1.14,754
P2,-0.24,1.13,458
P2,-0.04,0.54,3502
P2,-0.05,0.54,3962
P2,-0.06,0.53,2478
P2,0.02,0.75,1483
P2,0.02,0.76,1672
P2,0.01,0.75,1597
P2,-0.04,0.35,5889
P2,-0.09,0.52,2775
P2,-0.08,0.52,2776
P2,0.05,0.55,3013
P2,-0.02,1.16,346
P2,-0.02,1.17,239
P2,-0.01,1.17,216
P2,-0.01,1.16,396
P2,0.16,0.38,10929
P2,0.16,0.39,12896
P2,0.16,0.40,434316
P2,0.17,0.41,3901
P2,0.01,0.47,3919
P2,-0.21,1.06,623
P2,-0.01,0.79,2472
P2,-0.20,0.80,1665
P2,-0.19,0.80,1504
P2,-0.18,0.80,1132
P2,-0.24,0.93,1337
P2,-0.23,0.93,1740
P2,0.43,0.97,57
P2,0.42,0.97,76
P2,0.01,0.83,2320
P2,0.00,0.83,2548
P2,-0.01,0.83,1927
P2,-0.01,0.82,2691
P2,0.08,0.48,2248
P2,0.09,0.48,1733
P2,0.06,0.50,2125
P2,-0.11,0.61,1752
P2,-0.12,0.61,1667
P2,-0.13,0.60,1024
P2,0.01,1.15,401
P2,0.01,1.16,292
P2,0.00,1.16,382
P2,0.00,1.15,240
P2,-0.21,0.79,2379
P2,-0.23,0.94,1196
P2,-0.21,0.94,1515
P2,-0.16,0.76,985
P2,0.22,0.83,1434
P2,0.24,0.83,860
P2,-0.07,0.94,413
P2,-0.07,0.95,631
P2,0.19,0.40,366781
P2,0.19,0.41,25829
P2,0.19,0.42,5476
P2,0.19,0.43,5184
P2,0.19,0.44,235151
P2,-0.12,0.32,2632
P2,-0.13,0.32,2052
P2,-0.13,0.31,2669
P2,0.13,0.39,12157
P2,-0.23,0.76,1792
P2,0.15,0.65,6497
P2,0.18,0.56,884
P2,-0.20,0.81,1561
P2,-0.19,0.81,1642
P2,0.04,0.66,1615
P2,-0.05,0.30,7117
P2,-0.21,0.72,2088
P2,0.26,0.84,577
P2,-0.02,0.64,2689
P2,-0.08,0.69,1823
P2,-0.13,1.15,560
P2,-0.12,1.15,336
P2,-0.06,0.52,3142
P2,0.13,0.56,1029
P2,0.15,0.56,28671
P2,-0.20,0.96,989
P2,-0.19,0.96,1058
P2,-0.19,0.95,1412
P2,0.05,1.31,106
P2,0.04,1.31,269
P2,0.08,0.59,5721
P2,0.09,0.59,7489
P2,0.10,0.59,8920
P2,0.12,0.27,2643
P2,0.13,0.27,1538
P2,-0.13,0.69,1120
P2,-0.14,0.69,941
P2,0.16,1.16,336
P2,0.16,1.17,279
P2,0.15,1.17,204
P2,0.15,1.16,219
P2,-0.08,0.85,977
P2,-0.21,0.97,1184
P2,-0.20,0.97,946
P2,-0.19,0.97,797
P2,-0.03,0.45,4600
P2,-0.24,0.86,1268
P2,-0.23,0.86,1549
P2,-0.12,0.81,941
P2,-0.14,0.81,770
P2,-0.19,0.91,1470
P2,0.02,0.57,3212
P2,0.10,1.19,574
P2,0.11,1.19,532
P2,0.21,0.84,1412
P2,0.19,0.83,2984
P2,0.18,0.39,714
P2,0.18,0.40,34343
P2,0.18,0.41,9373
P2,0.18,0.42,4315
P2,0.18,0.43,6748
P2,0.18,0.44,228558
P2,0.41,0.78,156
P2,0.41,0.79,185
P2,0.40,0.79,86
P2,0.40,0.78,149
P2,0.29,0.85,378
P2,0.30,0.85,591
P2,-0.24,0.67,2370
P2,-0.23,0.67,2777
P2,-0.12,0.22,2477
P2,-0.13,0.22,694
P2,-0.17,0.61,497
P2,-0.18,0.61,579
P2,-0.19,0.60,886
P2,-0.02,0.81,2703
P2,-0.03,0.81,2358
P2,-0.04,0.81,1595
P2,-0.20,0.60,1236
P2,-0.22,0.86,1071
P2,-0.21,0.86,1201
P2,-0.06,0.72,2337
P2,-0.06,0.73,1672
P2,0.02,0.59,3520
P2,0.04,0.59,2487
P2,0.09,0.66,2655
P2,-0.10,0.80,1474
P2,-0.11,0.80,1089
P2,-0.13,0.95,303
P2,0.01,0.89,1807
P2,0.11,0.44,1942
P2,0.01,0.86,2203
P2,0.01,0.87,5348
P2,0.02,0.87,6282
P2,0.14,0.25,671
P2,-0.24,0.31,262
P2,0.06,0.85,5719
P2,0.05,0.85,2583
P2,0.21,0.93,937
P2,0.21,0.94,1028
P2,0.22,0.94,891
P2,0.22,0.93,1036
P2,0.23,0.93,806
P2,-0.21,0.58,1873
P2,-0.20,0.58,1041
P2,0.22,1.17,224
P2,0.22,1.18,126
P2,0.23,1.18,352
P2,0.23,1.17,102
P2,0.07,0.38,4040
P2,-0.22,1.01,1035
P2,-0.05,1.04,330
P2,-0.11,0.33,2816
P2,0.14,0.87,3515
P2,0.15,0.86,6715
P2,0.18,0.83,4044
P2,0.40,1.18,22
P2,0.40,1.19,27
P2,0.39,1.19,46
P2,0.38,1.19,15
P2,0.38,1.18,4
P2,0.15,0.93,2008
P2,0.15,0.94,2299
P2,0.16,0.94,1480
P2,0.16,0.93,2355
P2,0.18,0.89,1270
P2,0.21,0.85,892
P2,0.22,0.85,1051
P2,0.23,0.85,752
P2,0.41,1.38,31
P2,0.40,1.38,31
P2,0.39,1.38,19
P2,0.15,0.39,992
P2,0.03,0.32,6672
P2,0.43,0.73,43
P2,0.42,0.73,331
P2,0.41,0.73,109
P2,0.41,0.72,77
P2,-0.22,1.30,190
P2,-0.21,1.30,343
P2,-0.21,1.31,541
P2,-0.20,1.31,783
P2,-0.20,1.30,574
P2,0.02,0.47,4288
P2,-0.23,0.91,1354
P2,-0.23,0.90,1678
P2,-0.22,0.90,1476
P2,-0.19,1.08,707
P2,-0.08,1.02,485
P2,-0.08,1.03,689
P2,-0.09,1.03,422
P2,-0.09,1.02,471
P2,0.22,0.27,984
P2,-0.02,1.31,169
P2,-0.02,1.32,155
P2,-0.01,1.31,183
P2,-0.18,0.72,1005
P2,-0.16,0.41,662
P2,0.24,0.64,4931
P2,0.24,0.63,442
P2,0.25,0.63,6105
P2,-0.03,0.95,616
P2,-0.03,0.96,703
P2,0.09,0.88,2230
P2,0.09,0.82,2523
P2,-0.02,0.90,1174
P2,-0.03,0.91,654
P2,-0.10,0.61,1810
P2,-0.15,1.26,488
P2,-0.15,1.27,601
P2,-0.16,1.27,802
P2,-0.22,0.76,1522
P2,-0.22,0.75,1484
P2,-0.15,1.15,457
P2,-0.15,1.16,694
P2,-0.16,1.15,509
P2,-0.06,0.47,3012
P2,-0.06,0.48,3169
P2,-0.19,1.14,975
P2,-0.14,0.58,971
P2,-0.15,0.58,774
P2,-0.16,0.59,1137
P2,-0.16,0.58,725
P2,-0.22,0.64,2787
P2,0.43,1.23,8
P2,0.42,1.23,18
P2,-0.07,0.67,2037
P2,-0.07,0.68,3176
P2,0.03,0.54,3606
P2,0.43,0.71,14
P2,0.42,0.71,166
P2,0.42,0.70,51
P2,-0.23,0.40,2408
P2,-0.22,0.40,343
P2,-0.24,1.08,588
P2,-0.23,1.08,980
P2,-0.22,1.08,1238
P2,-0.03,0.52,3486
P2,-0.22,0.52,1531
P2,-0.21,0.52,793
P2,0.07,0.51,2457
P2,0.11,1.01,1011
P2,0.11,1.02,1304
P2,0.10,1.01,1070
P2,0.43,0.69,19
P2,-0.23,1.22,577
P2,-0.23,1.23,787
P2,-0.24,1.23,327
P2,-0.24,1.22,547
P2,-0.23,1.33,664
P2,-0.22,1.33,585
P2,-0.21,1.33,326
P2,-0.24,0.48,2830
P2,-0.14,1.13,464
P2,0.04,1.09,599
P2,0.05,1.09,476
P2,0.07,1.23,513
P2,0.06,1.23,320
P2,0.07,0.50,2293
P2,0.07,0.63,3729
P2,0.00,0.51,3253
P2,0.03,1.22,278
P2,0.04,1.22,257
P2,0.05,1.22,257
P2,-0.08,0.70,1871
P2,-0.10,0.69,1375
P2,0.43,0.65,8
P2,0.42,0.65,103
P2,-0.12,0.33,2303
P2,-0.13,0.33,2106
P2,-0.14,0.33,1409
P2,-0.14,0.32,1559
P2,-0.22,1.03,858
P2,-0.05,0.27,8370
P2,-0.22,1.35,541
P2,-0.21,1.35,614
P2,-0.20,1.35,569
P2,-0.18,0.62,747
P2,-0.19,0.62,873
P2,-0.14,1.03,636
P2,-0.14,1.04,558
P2,-0.15,1.03,804
P2,0.21,0.67,13
P2,-0.07,0.80,1339
P2,-0.07,0.81,4885
P2,-0.08,0.81,3171
P2,-0.06,0.74,1466
P2,-0.07,0.75,2954
P2,-0.08,0.75,3430
P2,-0.08,0.74,3616
P2,0.08,0.50,2270
P2,-0.10,0.52,2692
P2,-0.11,0.52,2423
P2,-0.11,0.53,1742
P2,-0.12,0.53,1409
P2,-0.12,0.52,1873
P2,0.08,0.60,29872
P2,0.09,0.60,5000
P2,-0.10,0.97,469
P2,-0.11,0.97,227
P2,-0.12,0.97,306
P2,-0.08,0.55,2956
P2,-0.10,0.55,2649
P2,-0.17,0.71,621
P2,-0.17,0.72,971
P2,0.15,1.22,164
P2,0.15,1.23,311
P2,0.14,1.23,348
P2,0.13,1.23,293
P2,0.13,1.22,490
P2,-0.09,0.76,2016
P2,-0.09,0.77,1309
P2,-0.10,0.77,1228
P2,-0.10,0.76,1300
P2,-0.21,0.85,1269
P2,-0.21,0.90,1364
P2,0.23,0.94,629
P2,-0.24,1.32,341
P2,-0.24,1.33,497
P2,-0.22,1.32,404
P2,-0.06,1.07,581
P2,-0.06,1.08,600
P2,-0.12,0.31,3011
P2,-0.07,0.74,1644
P2,-0.21,0.62,1766
P2,-0.20,0.62,1344
P2,0.02,0.61,2627
P2,0.01,0.53,3224
P2,0.11,0.38,2445
P2,-0.09,0.45,3171
P2,-0.05,0.73,2089
P2,-0.21,0.83,1996
P2,0.30,0.83,726
P2,0.30,0.84,525
P2,0.00,0.49,4401
P2,0.01,0.49,4699
P2,0.22,0.70,1731
P2,0.22,0.69,2653
P2,0.21,0.68,8
P2,-0.09,0.37,3257
P2,-0.10,0.37,2725
P2,0.43,0.74,40
P2,0.42,0.74,456
P2,0.41,0.74,115
P2,-0.15,0.55,1216
P2,-0.16,0.55,1136
P2,-0.02,0.82,2414
P2,0.00,0.58,2897
P2,0.00,0.59,2926
P2,0.01,0.59,3160
P2,0.01,0.58,2868
P2,-0.20,1.21,928
P2,-0.19,1.21,748
P2,-0.18,1.21,569
P2,-0.01,0.54,4254
P2,-0.01,0.53,3374
P2,-0.05,0.36,5510
P2,-0.02,0.86,2227
P2,-0.02,0.87,1659
P2,-0.01,0.87,1936
P2,-0.01,0.86,5670
P2,0.06,0.60,3553
P2,-0.04,0.91,792
P2,-0.17,1.07,760
P2,-0.10,1.03,458
P2,-0.11,1.03,503
P2,-0.12,1.03,502
P2,0.11,0.48,1506
P2,0.04,1.04,763
P2,0.03,1.04,542
P2,-0.22,0.80,1744
P2,0.21,0.89,984
P2,0.21,0.90,5764
P2,0.11,1.28,168
P2,0.10,1.28,194
P2,0.09,1.28,103
P2,-0.16,0.35,475
P2,-0.23,0.34,218
P2,-0.16,1.38,560
P2,-0.16,1.39,55
P2,-0.17,1.39,65
P2,-0.17,1.38,600
P2,-0.17,1.02,940
P2,-0.16,1.02,844
P2,-0.15,1.02,670
P2,-0.24,0.96,980
P2,-0.23,0.84,1795
P2,0.00,1.00,295
P2,0.00,1.01,419
P2,-0.01,1.01,363
P2,-0.01,1.00,535
P2,-0.02,1.00,408
P2,-0.06,1.28,75
P2,-0.06,1.29,118
P2,-0.05,1.29,177
P2,-0.05,1.28,124
P2,0.15,0.62,3395
P2,-0.09,1.27,282
P2,-0.09,1.26,165
P2,0.04,0.48,2935
P2,0.06,0.36,4011
P2,0.08,0.36,5866
P2,0.09,0.34,4461
P2,0.09,0.32,4235
P2,0.09,0.41,2534
P2,-0.07,0.61,2546
P2,-0.07,0.62,2558
P2,-0.08,0.61,2064
P2,-0.08,0.53,2041
P2,0.06,0.83,1478
P2,0.05,0.83,1304
P2,0.05,0.79,1597
P2,0.06,0.79,1218
P2,0.07,0.73,249
P2,0.03,1.13,311
P2,0.03,1.14,278
P2,0.08,0.54,2533
P2,0.09,0.53,2080
P2,0.27,0.85,1612
P2,0.03,0.47,3848
P2,0.13,0.49,1298
P2,-0.23,0.28,1631
P2,0.26,0.92,355
P2,0.27,0.92,441
P2,0.28,0.92,406
P2,0.20,0.31,4269
P2,0.09,0.36,7910
P2,-0.12,1.30,466
P2,-0.13,1.30,410
P2,-0.13,1.31,456
P2,0.42,0.72,332
P2,-0.08,0.59,1755
P2,-0.09,0.59,1756
P2,0.28,1.20,105
P2,0.29,1.20,20
P2,0.00,1.03,476
P2,0.01,0.76,2092
P2,-0.23,1.13,362
P2,-0.01,0.73,2014
P2,-0.02,0.73,1632
P2,-0.24,0.78,1469
P2,-0.23,0.78,1928
P2,-0.14,0.46,1540
P2,-0.11,0.40,3141
P2,-0.03,0.78,1460
P2,-0.10,0.45,2574
P2,-0.11,0.45,2245
P2,-0.08,0.50,2779
P2,-0.15,0.28,471
P2,-0.16,0.28,56
P2,0.21,0.27,1124
P2,0.20,0.27,2123
P2,0.14,1.29,107
P2,0.15,1.29,278
P2,0.16,1.29,150
P2,0.19,0.89,1130
P2,0.19,0.90,5259
P2,0.18,0.90,4952
P2,-0.04,0.94,555
P2,-0.03,0.94,738
P2,-0.03,0.93,845
P2,-0.20,1.27,242
P2,-0.19,1.27,586
P2,0.16,0.99,1271
P2,-0.06,0.62,2365
P2,0.11,0.47,1748
P2,0.11,0.46,2257
P2,0.07,0.64,2676
P2,-0.17,0.43,694
P2,-0.17,0.83,1082
P2,-0.16,0.83,780
P2,-0.11,0.36,3043
P2,-0.10,0.54,2255
P2,-0.09,1.20,285
P2,-0.09,1.21,321
P2,-0.10,1.21,130
P2,-0.10,1.20,144
P2,-0.19,1.35,441
P2,-0.18,1.35,550
P2,-0.17,1.35,511
P2,0.00,0.47,4254
P2,0.19,0.68,53
P2,0.19,0.67,61
P2,-0.19,1.30,694
P2,-0.19,1.29,536
P2,-0.01,0.58,2183
P2,-0.02,0.58,2258
P2,0.12,1.09,931
P2,0.11,1.09,588
P2,0.10,1.09,533
P2,0.07,0.96,1485
P2,0.08,0.96,1710
P2,-0.04,0.67,1944
P2,-0.05,0.68,2136
P2,-0.05,0.67,2190
P2,-0.18,0.69,794
P2,-0.17,0.69,780
P2,0.18,1.18,250
P2,0.19,1.18,417
P2,0.19,1.19,243
P2,0.31,0.83,686
P2,0.07,0.85,9827
P2,0.08,0.85,9911
P2,-0.23,0.83,2513
P2,-0.22,0.83,2190
P2,0.43,0.77,17
P2,0.42,0.77,317
P2,0.10,0.28,10467
P2,0.11,0.28,6167
P2,0.12,0.28,3301
P2,0.18,0.59,634
P2,-0.20,1.33,471
P2,-0.20,1.32,370
P2,-0.23,0.55,2943
P2,-0.19,0.84,1539
P2,-0.18,0.84,1292
P2,-0.17,0.84,956
P2,0.12,0.53,1246
P2,-0.23,0.31,1008
P2,-0.23,0.32,236
P2,-0.22,0.32,1746
P2,0.12,1.10,824
P2,0.12,1.11,611
P2,0.13,0.22,295
P2,-0.22,1.19,524
P2,-0.23,1.19,361
P2,-0.24,1.18,300
P2,0.02,1.20,341
P2,-0.18,0.52,434
P2,-0.19,0.52,222
P2,0.05,0.40,4766
P2,0.17,0.94,1611
P2,0.05,0.39,5009
P2,-0.04,1.00,317
P2,-0.03,1.00,359
P2,-0.11,0.30,2738
P2,0.12,1.02,812
P2,0.13,1.02,863
P2,0.08,0.40,2755
P2,0.17,0.40,99605
P2,0.14,0.39,2476
P2,-0.01,0.91,852
P2,0.04,0.85,2325
P2,0.05,0.84,7090
P2,0.01,0.91,1221
P2,0.01,0.92,1121
P2,0.02,0.92,1408
P2,0.02,0.91,1860
P2,0.10,0.84,1711
P2,-0.10,0.44,3110
P2,-0.12,0.94,442
P2,-0.13,0.94,347
P2,-0.14,0.94,405
P2,-0.10,0.99,572
P2,-0.22,0.31,2622
P2,0.08,0.55,2643
P2,0.03,1.05,660
P2,0.03,1.06,523
P2,-0.19,0.74,1175
P2,0.00,0.82,4324
P2,-0.02,0.83,2177
P2,-0.05,0.77,2473
P2,-0.04,0.77,1750
P2,0.10,0.48,1859
P2,-0.20,0.73,1756
P2,0.07,0.97,1613
P2,0.07,0.98,1003
P2,0.08,0.98,1364
P2,0.08,0.97,1287
P2,-0.24,0.88,1224
P2,0.07,0.70,14809
P2,0.08,0.70,1202
P2,0.06,0.70,12708
P2,0.05,0.70,81386
P2,0.04,0.70,23002
P2,0.03,0.70,1636
P2,0.02,0.70,1434
P2,0.02,0.69,1425
P2,0.01,0.69,1791
P2,-0.10,1.31,292
P2,-0.10,1.32,141
P2,-0.11,1.32,213
P2,-0.11,1.31,541
P2,0.07,0.78,1769
P2,0.08,0.78,1535
P2,0.04,0.51,2838
P2,-0.04,1.34,154
P2,-0.03,1.34,310
P2,-0.03,1.33,177
P2,0.00,0.95,515
P2,0.00,0.94,593
P2,-0.03,0.97,649
P2,-0.04,0.97,460
P2,-0.05,0.97,678
P2,-0.06,0.32,5504
P2,-0.15,0.61,998
P2,-0.16,0.61,793
P2,0.09,0.50,2216
P2,0.11,1.39,25
P2,0.11,1.38,403
P2,0.15,0.88,1982
P2,-0.16,0.40,1030
P2,-0.05,1.02,526
P2,-0.05,0.72,3486
P2,-0.23,0.25,31
P2,-0.22,0.25,199
P2,0.07,0.67,80447
P2,0.06,0.94,1353
P2,0.05,0.94,1579
P2,0.04,0.94,1288
P2,-0.22,0.94,1548
P2,-0.15,0.74,1111
P2,-0.17,0.73,919
P2,-0.20,0.53,636
P2,-0.20,0.52,378
P2,-0.12,0.59,1690
P2,-0.12,0.60,1258
P2,0.42,1.20,45
P2,-0.03,0.64,3976
P2,0.05,1.05,555
P2,-0.18,1.11,586
P2,-0.17,1.11,465
P2,-0.16,1.11,432
P2,-0.17,1.13,803
P2,-0.15,0.39,1069
P2,-0.16,0.39,669
P2,-0.17,0.39,421
P2,-0.17,0.38,683
P2,0.10,1.25,152
P2,0.11,1.26,173
P2,0.12,1.26,207
P2,0.12,1.25,418
P2,-0.12,0.90,466
P2,-0.12,0.91,489
P2,-0.13,0.91,591
P2,-0.14,0.91,507
P2,-0.14,0.90,588
P2,-0.20,0.36,915
P2,-0.19,0.36,696
P2,-0.21,1.03,1206
P2,-0.05,1.09,536
P2,-0.06,1.09,398
P2,-0.23,1.20,884
P2,-0.22,1.20,935
P2,-0.21,1.20,920
P2,-0.21,1.19,802
P2,-0.11,0.68,1800
P2,-0.12,0.68,1201
P2,-0.13,0.68,1075
P2,-0.23,0.77,2094
P2,0.12,1.34,108
P2,0.13,1.34,126
P2,-0.03,0.56,2956
P2,0.06,1.06,663
P2,0.06,1.07,801
P2,0.07,1.07,568
P2,0.07,1.06,994
P2,0.31,1.18,87
P2,0.31,1.19,49
P2,0.30,1.19,88
P2,0.30,1.18,62
P2,0.05,0.88,6119
P2,0.04,0.88,7754
P2,0.09,1.20,478
P2,0.10,1.20,406
P2,0.11,1.20,510
P2,0.11,1.27,118
P2,0.26,0.78,157
P2,0.27,0.77,226
P2,0.22,0.90,5734
P2,0.23,0.90,5690
P2,-0.09,0.86,581
P2,-0.10,0.86,663
P2,-0.11,0.86,736
P2,-0.11,0.85,532
P2,-0.01,0.55,3876
P2,-0.05,0.96,820
P2,-0.06,0.97,668
P2,-0.07,0.96,500
P2,0.07,1.16,349
P2,0.07,1.17,459
P2,-0.17,0.68,923
P2,-0.16,0.81,1064
P2,-0.15,0.81,619
P2,-0.13,0.56,1249
P2,-0.13,0.57,1434
P2,-0.14,0.57,1108
P2,-0.14,0.56,1041
P2,0.10,0.90,12965
P2,0.10,0.89,2537
P2,-0.19,0.65,1293
P2,-0.18,0.65,1210
P2,-0.17,0.65,941
P2,-0.09,0.50,2235
P2,-0.08,0.45,3444
P2,0.09,1.33,185
P2,0.10,1.33,363
P2,0.10,1.32,175
P2,0.10,0.88,2794
P2,0.08,0.89,11581
P2,0.07,0.89,11385
P2,0.07,0.90,2624
P2,0.12,0.95,1224
P2,0.12,0.96,1305
P2,0.07,1.15,283
P2,0.08,1.15,243
P2,-0.14,0.55,1251
P2,-0.15,0.54,1233
P2,0.01,0.82,4863
P2,0.29,0.94,197
P2,0.28,0.94,335
P2,0.27,0.94,491
P2,-0.18,0.81,1368
P2,-0.02,1.18,278
P2,-0.02,1.19,152
P2,-0.01,0.65,3341
P2,-0.01,0.66,1773
P2,0.00,0.65,33247
P2,-0.11,0.44,2659
P2,-0.04,0.66,75353
P2,0.04,0.80,1815
P2,0.09,0.30,4180
P2,-0.15,0.99,917
P2,-0.14,0.99,627
P2,0.11,0.51,1342
P2,0.12,0.51,875
P2,0.13,0.51,973
P2,-0.22,0.82,1933
P2,-0.21,0.82,1937
P2,0.06,0.93,1762
P2,-0.14,1.27,507
P2,-0.14,1.26,446
P2,0.00,0.87,2780
P2,0.00,0.86,5984
P2,0.03,0.88,6905
P2,0.02,0.88,3168
P2,0.03,0.80,1541
P2,-0.24,1.07,279
P2,-0.18,1.17,483
P2,-0.02,0.79,2075
P2,-0.13,0.53,1312
P2,-0.14,0.53,1133
P2,-0.18,0.96,951
P2,0.10,1.03,739
P2,0.10,1.04,675
P2,-0.11,0.22,4368
P2,0.01,1.27,233
P2,0.01,1.28,381
P2,-0.11,0.28,3051
P2,-0.02,0.66,6210
P2,-0.03,0.86,2010
P2,0.00,0.48,4050
P2,0.01,0.48,4213
P2,0.04,0.77,1465
P2,0.06,0.91,2483
P2,0.01,0.88,2397
P2,0.00,0.88,1722
P2,-0.01,0.88,1402
P2,0.16,0.49,8310
P2,0.03,0.89,2210
P2,0.01,1.14,353
P2,0.05,0.77,1599
P2,0.23,1.21,275
P2,0.24,1.21,247
P2,0.37,0.78,272
P2,0.38,0.78,221
P2,0.39,0.78,245
P2,0.05,0.42,4342
P2,0.15,0.58,32176
P2,-0.10,0.87,809
P2,-0.10,0.88,715
P2,-0.17,0.88,1039
P2,-0.16,0.88,957
P2,-0.15,0.88,707
P2,-0.15,0.87,720
P2,0.08,0.86,3147
P2,0.06,0.55,2510
P2,0.16,0.80,1211
P2,-0.11,1.01,551
P2,-0.11,1.02,453
P2,0.35,0.73,68
P2,-0.10,0.40,3345
P2,0.24,0.80,507
P2,0.23,0.80,781
P2,0.22,0.89,733
P2,0.23,0.89,761
P2,0.03,0.33,7714
P2,0.07,0.55,3135
P2,0.12,0.98,1197
P2,-0.09,0.41,3847
P2,0.02,0.84,1792
P2,-0.20,0.94,1238
P2,-0.19,0.94,1031
P2,-0.13,0.97,467
P2,-0.08,0.82,1447
P2,-0.20,0.44,49
P2,0.06,1.28,171
P2,0.06,1.29,228
P2,0.11,0.80,1148
P2,-0.03,0.76,2862
P2,-0.03,0.77,1888
P2,-0.07,1.01,424
P2,-0.13,0.34,2180
P2,-0.14,0.34,1543
P2,-0.15,0.34,1053
P2,0.24,0.93,429
P2,0.02,0.80,1692
P2,0.02,0.81,1618
P2,0.01,0.81,1458
P2,0.01,0.70,4750
P2,0.13,0.87,3534
P2,-0.08,0.96,592
P2,-0.08,0.95,562
P2,-0.23,0.92,1202
P2,-0.22,0.93,1647
P2,0.23,0.87,1098
P2,0.07,0.36,4501
P2,0.06,0.61,4575
P2,0.07,0.61,76608
P2,0.07,0.60,100190
P2,-0.16,0.89,827
P2,0.22,0.99,569
P2,0.23,0.99,457
P2,0.12,0.30,2789
P2,0.13,0.30,1753
P2,0.14,0.30,1014
P2,-0.10,0.41,3244
P2,-0.24,1.34,562
P2,-0.24,1.35,465
P2,-0.23,1.35,581
P2,-0.22,1.34,546
P2,-0.22,1.04,1577
P2,-0.04,0.70,1769
P2,-0.12,0.66,1551
P2,-0.13,0.66,1530
P2,0.06,1.27,201
P2,0.07,1.28,241
P2,0.08,1.28,238
P2,0.08,1.27,298
P2,0.23,0.64,1788
P2,0.14,0.85,1586
P2,0.13,0.53,1333
P2,-0.13,0.86,789
P2,-0.13,0.87,630
P2,-0.14,0.87,720
P2,-0.14,0.86,595
P2,-0.16,1.01,793
P2,-0.10,0.91,396
