family,x,y,count
P3,0.02,0.29,900
P3,0.03,0.29,919
P3,-0.21,0.83,156
P3,-0.20,0.83,264
P3,0.18,1.17,65
P3,0.17,1.17,94
P3,0.16,1.17,45
P3,0.24,0.85,251
P3,0.23,0.85,326
P3,0.08,0.48,220
P3,0.23,0.78,178
P3,-0.19,1.32,71
P3,-0.19,1.33,54
P3,-0.18,1.33,56
P3,-0.18,0.39,6248
P3,-0.17,0.39,3856
P3,-0.13,0.45,161
P3,-0.14,0.45,190
P3,-0.15,0.45,272
P3,-0.06,0.46,491
P3,-0.07,0.46,372
P3,-0.07,0.45,345
P3,0.10,0.46,252
P3,0.11,0.46,197
P3,0.11,0.47,139
P3,0.12,0.46,175
P3,0.04,0.85,131
P3,0.04,0.86,128
P3,0.05,0.86,73
P3,0.05,0.85,51
P3,-0.06,1.23,23
P3,-0.05,1.23,32
P3,-0.05,1.24,111
P3,0.02,1.12,59
P3,0.00,0.73,173
P3,0.01,0.73,208
P3,0.02,0.72,97
P3,-0.23,1.19,61
P3,-0.24,1.19,85
P3,-0.24,1.18,42
P3,-0.08,0.24,2359
P3,0.11,0.74,59
P3,0.12,0.74,71
P3,-0.21,0.74,274
P3,-0.21,0.73,359
P3,0.20,0.81,136
P3,0.19,0.81,150
P3,-0.02,0.43,350
P3,-0.01,0.43,499
P3,0.17,0.66,72
P3,0.17,0.67,202
P3,-0.09,0.58,183
P3,-0.10,0.58,99
P3,0.24,0.76,208
P3,-0.08,0.97,110
P3,-0.09,0.97,151
P3,-0.10,0.97,110
P3,0.09,0.73,96
P3,0.10,0.73,160
P3,0.11,0.73,82
P3,-0.02,1.07,73
P3,-0.16,0.47,199
P3,-0.09,0.36,255
P3,0.20,0.58,408
P3,0.19,0.58,361
P3,0.11,0.33,1957
P3,0.11,0.34,907
P3,0.12,0.33,5601
P3,-0.12,0.31,5350
P3,-0.09,0.35,469
P3,-0.08,0.33,361
P3,0.15,0.41,520
P3,-0.02,0.66,161
P3,-0.03,0.66,80
P3,0.20,0.38,219
P3,0.02,0.31,668
P3,0.03,0.31,778
P3,0.12,0.64,77
P3,0.13,0.64,124
P3,0.00,0.60,205
P3,0.00,0.61,216
P3,0.01,0.61,359
P3,0.01,0.60,411
P3,0.23,0.62,635
P3,0.21,0.51,1347
P3,0.21,0.52,1280
P3,0.22,0.51,1130
P3,0.19,1.06,64
P3,0.20,1.07,134
P3,0.21,1.07,68
P3,0.21,1.06,111
P3,0.19,0.40,7092
P3,-0.11,0.22,790
P3,-0.12,0.56,117
P3,-0.12,0.57,126
P3,-0.13,0.57,65
P3,-0.13,0.56,70
P3,-0.14,0.40,297
P3,0.22,0.58,680
P3,0.11,0.48,272
P3,0.12,0.48,212
P3,0.13,0.48,231
P3,0.05,0.63,265
P3,0.15,0.36,5504
P3,-0.03,0.65,196
P3,0.18,0.56,248
P3,0.19,0.56,331
P3,-0.19,0.47,954
P3,-0.02,0.94,103
P3,-0.02,0.95,78
P3,-0.21,0.39,42
P3,-0.23,0.72,508
P3,0.19,0.63,126
P3,0.18,0.63,114
P3,0.17,1.30,191
P3,0.18,1.30,136
P3,0.19,1.30,51
P3,0.19,0.55,571
P3,0.19,0.54,751
P3,0.09,0.55,175
P3,0.09,0.56,271
P3,0.10,0.55,221
P3,0.17,1.08,153
P3,0.16,1.08,68
P3,-0.08,0.51,150
P3,-0.09,0.51,142
P3,-0.09,0.52,232
P3,-0.10,0.51,214
P3,0.18,0.31,6
P3,-0.06,0.20,7398
P3,-0.19,1.02,152
P3,-0.19,1.03,162
P3,-0.18,1.02,40
P3,-0.17,1.02,83
P3,0.08,1.06,68
P3,0.08,1.07,20
P3,0.09,1.07,55
P3,0.09,1.06,56
P3,-0.06,0.38,451
P3,-0.24,0.80,236
P3,-0.03,0.42,467
P3,-0.02,0.42,472
P3,-0.22,0.79,210
P3,-0.21,0.79,182
P3,-0.20,0.78,187
P3,-0.16,1.03,38
P3,0.20,0.62,390
P3,0.01,0.97,73
P3,0.02,0.97,84
P3,0.02,0.98,191
P3,0.03,0.98,63
P3,0.03,0.97,62
P3,-0.23,0.52,1631
P3,-0.23,1.13,51
P3,-0.22,1.14,54
P3,-0.22,1.13,52
P3,0.00,0.20,1401
P3,0.01,0.20,3062
P3,-0.01,1.32,15
P3,-0.01,1.33,42
P3,0.00,1.33,43
P3,0.00,1.32,53
P3,-0.09,0.83,145
P3,-0.09,0.84,102
P3,-0.10,0.84,87
P3,-0.10,0.83,111
P3,-0.20,0.74,194
P3,-0.19,0.74,117
P3,-0.01,0.35,647
P3,-0.01,0.34,761
P3,0.22,0.92,217
P3,0.21,0.91,90
P3,-0.04,1.08,135
P3,0.01,0.88,181
P3,0.24,0.79,356
P3,0.23,0.79,326
P3,0.22,0.79,305
P3,0.23,0.55,1141
P3,0.22,1.16,28
P3,0.21,1.16,108
P3,0.20,1.16,112
P3,0.20,1.15,7
P3,-0.14,0.49,321
P3,-0.14,0.48,112
P3,0.20,0.52,757
P3,0.19,0.51,544
P3,0.23,1.36,48
P3,0.24,1.36,38
P3,0.24,1.35,70
P3,0.23,0.88,269
P3,0.17,0.51,265
P3,0.18,0.51,319
P3,-0.01,0.73,363
P3,-0.02,0.73,168
P3,-0.03,0.73,239
P3,-0.03,0.72,228
P3,-0.24,1.33,74
P3,-0.23,1.34,105
P3,-0.22,1.34,26
P3,-0.22,1.33,49
P3,0.11,0.20,2733
P3,0.12,0.20,891
P3,0.08,0.99,40
P3,0.09,0.99,154
P3,0.10,0.99,36
P3,-0.03,0.28,1033
P3,-0.06,1.11,8
P3,-0.06,1.12,48
P3,-0.07,1.12,97
P3,-0.07,1.11,39
P3,-0.22,0.50,2247
P3,-0.18,0.90,162
P3,-0.17,0.90,185
P3,-0.16,0.90,121
P3,-0.16,0.89,149
P3,0.05,0.31,705
P3,0.20,0.80,216
P3,0.21,0.80,190
P3,-0.20,0.86,190
P3,-0.19,0.86,149
P3,-0.19,0.85,56
P3,-0.09,0.24,4897
P3,-0.10,0.24,5884
P3,-0.19,0.79,204
P3,0.01,0.46,536
P3,0.02,0.46,344
P3,0.02,0.45,393
P3,0.08,0.60,324
P3,0.09,0.60,350
P3,0.10,0.60,143
P3,-0.06,1.03,85
P3,-0.07,1.03,97
P3,-0.09,0.78,59
P3,-0.09,0.79,61
P3,-0.10,0.79,191
P3,-0.10,0.78,59
P3,0.15,0.96,35
P3,0.14,0.96,45
P3,-0.11,0.41,288
P3,-0.12,0.42,210
P3,-0.13,0.42,292
P3,-0.12,1.24,68
P3,-0.12,1.25,71
P3,-0.12,0.59,193
P3,-0.12,0.60,67
P3,-0.13,0.60,87
P3,-0.13,0.59,234
P3,-0.09,0.25,2287
P3,-0.08,0.25,2105
P3,-0.08,0.26,5242
P3,0.24,1.00,180
P3,0.12,0.31,6446
P3,0.12,0.40,298
P3,-0.09,1.19,104
P3,-0.05,0.60,175
P3,-0.07,0.60,252
P3,0.19,0.79,126
P3,0.20,0.79,174
P3,0.20,1.01,111
P3,0.19,1.01,105
P3,0.18,1.01,105
P3,0.21,1.09,108
P3,0.21,1.10,145
P3,0.20,1.09,153
P3,-0.02,0.93,71
P3,-0.01,0.93,119
P3,-0.21,0.71,317
P3,0.09,0.36,249
P3,-0.02,0.54,324
P3,0.01,0.83,100
P3,0.01,0.84,73
P3,0.02,0.83,267
P3,0.03,0.83,182
P3,-0.05,0.55,343
P3,-0.06,0.55,314
P3,-0.07,0.39,548
P3,0.07,0.49,377
P3,0.07,0.50,167
P3,0.08,0.50,163
P3,0.08,0.49,187
P3,0.09,0.49,148
P3,0.13,0.31,3246
P3,0.00,0.35,631
P3,0.01,0.34,801
P3,-0.15,0.44,426
P3,-0.02,1.28,46
P3,-0.02,1.29,61
P3,-0.03,1.29,17
P3,-0.03,1.28,5
P3,-0.04,0.78,26
P3,-0.04,0.79,196
P3,-0.18,0.48,474
P3,-0.17,0.48,296
P3,0.06,0.69,102
P3,0.06,0.70,64
P3,0.05,0.70,97
P3,0.24,1.02,125
P3,0.23,1.02,149
P3,-0.09,0.39,195
P3,-0.10,0.40,227
P3,0.02,0.38,502
P3,0.08,1.29,2
P3,0.07,1.30,60
P3,0.07,1.29,14
P3,0.09,1.00,59
P3,-0.20,1.13,104
P3,-0.19,1.13,99
P3,-0.18,1.13,73
P3,0.22,0.73,252
P3,0.21,0.73,289
P3,-0.13,0.89,93
P3,0.18,0.67,89
P3,0.19,0.67,54
P3,0.09,0.44,343
P3,0.09,0.45,272
P3,0.10,0.45,269
P3,0.11,0.44,142
P3,0.10,0.89,116
P3,0.11,0.90,105
P3,0.11,0.89,129
P3,0.12,0.89,190
P3,0.03,0.37,539
P3,0.02,0.54,407
P3,-0.09,0.77,202
P3,-0.08,0.75,174
P3,-0.08,0.76,196
P3,-0.17,0.45,512
P3,-0.16,0.45,372
P3,0.02,0.82,280
P3,0.03,0.82,200
P3,0.04,0.82,42
P3,0.11,0.41,216
P3,0.14,0.46,227
P3,0.13,0.46,270
P3,0.13,0.45,295
P3,0.18,0.59,380
P3,-0.04,0.25,4090
P3,-0.05,0.25,8990
P3,0.22,0.93,79
P3,0.21,0.92,227
P3,0.23,0.98,199
P3,0.24,0.98,58
P3,0.24,0.97,83
P3,0.17,0.81,85
P3,0.16,0.81,66
P3,0.16,1.18,18
P3,0.17,1.19,108
P3,0.18,1.19,81
P3,0.18,1.18,9
P3,0.03,0.99,64
P3,0.04,0.99,84
P3,0.04,1.00,162
P3,0.05,1.00,36
P3,0.05,0.99,23
P3,-0.19,0.59,376
P3,-0.18,0.59,377
P3,-0.15,0.73,90
P3,-0.16,0.73,158
P3,-0.17,0.73,125
P3,0.00,0.34,926
P3,0.24,1.09,88
P3,0.23,1.09,158
P3,0.22,1.09,85
P3,0.22,1.08,104
P3,0.23,0.92,119
P3,-0.05,0.69,108
P3,-0.05,0.70,217
P3,0.01,0.33,1229
P3,-0.05,0.78,74
P3,-0.05,0.79,244
P3,-0.06,0.79,307
P3,-0.06,0.78,133
P3,-0.12,0.64,77
P3,-0.13,0.64,130
P3,-0.13,0.63,102
P3,-0.20,0.62,321
P3,-0.07,1.06,78
P3,-0.07,1.07,73
P3,0.23,0.46,3562
P3,0.00,1.11,196
P3,-0.01,1.11,101
P3,-0.11,0.32,5991
P3,-0.11,0.31,6681
P3,0.24,0.61,673
P3,0.09,0.54,324
P3,0.12,0.35,695
P3,0.12,0.34,1464
P3,0.22,0.94,129
P3,0.19,1.20,120
P3,0.18,1.20,113
P3,0.14,1.11,38
P3,0.13,1.11,64
P3,0.06,1.23,8
P3,0.07,1.23,19
P3,0.07,1.24,60
P3,0.08,1.23,98
P3,-0.20,0.68,267
P3,-0.20,0.69,152
P3,-0.19,0.69,182
P3,-0.19,0.68,268
P3,0.18,0.75,144
P3,-0.07,0.41,168
P3,0.10,0.69,146
P3,0.11,0.69,99
P3,0.09,0.38,296
P3,0.09,0.37,304
P3,0.14,0.50,48
P3,0.13,0.50,103
P3,0.13,0.49,91
P3,0.22,0.59,535
P3,-0.10,0.50,243
P3,-0.11,0.50,233
P3,0.02,0.51,197
P3,0.01,0.51,293
P3,0.01,0.52,338
P3,-0.16,0.40,1380
P3,0.05,0.49,273
P3,0.05,0.50,306
P3,0.04,0.50,274
P3,-0.07,0.33,401
P3,-0.07,0.32,804
P3,0.03,0.52,206
P3,-0.23,0.60,881
P3,0.02,0.34,635
P3,0.10,0.67,100
P3,0.11,0.67,168
P3,-0.22,0.85,120
P3,-0.22,0.86,169
P3,-0.21,0.86,186
P3,-0.21,0.85,137
P3,0.11,1.09,36
P3,0.11,1.10,25
P3,0.12,1.10,68
P3,0.12,1.09,55
P3,-0.20,0.54,849
P3,-0.24,1.37,78
P3,-0.23,1.37,35
P3,-0.23,1.36,37
P3,-0.20,0.77,245
P3,0.14,0.68,58
P3,-0.18,0.49,466
P3,-0.22,0.82,375
P3,-0.21,0.82,234
P3,-0.20,0.82,212
P3,0.13,0.96,180
P3,0.00,0.85,166
P3,0.00,0.86,110
P3,-0.01,0.86,187
P3,-0.01,0.85,109
P3,0.10,0.58,121
P3,0.14,0.64,127
P3,0.14,0.63,103
P3,0.15,0.63,66
P3,0.17,0.77,165
P3,-0.05,0.33,614
P3,0.23,1.20,108
P3,0.00,0.27,1970
P3,-0.11,0.44,136
P3,-0.09,0.43,341
P3,0.13,0.65,174
P3,0.13,0.66,68
P3,0.14,0.65,187
P3,0.21,0.81,250
P3,0.22,0.81,227
P3,0.22,0.80,240
P3,0.23,0.80,282
P3,0.05,0.39,511
P3,0.15,0.90,34
P3,0.15,0.91,67
P3,0.14,0.91,81
P3,0.14,0.90,27
P3,0.13,0.90,45
P3,-0.17,0.93,81
P3,-0.17,0.94,161
P3,-0.18,0.94,125
P3,-0.18,0.93,122
P3,-0.19,0.93,76
P3,0.02,0.73,228
P3,0.03,0.73,234
P3,-0.09,0.28,6673
P3,-0.07,0.61,160
P3,-0.08,0.61,183
P3,-0.09,0.60,124
P3,-0.14,0.64,96
P3,-0.14,0.65,113
P3,-0.15,0.65,116
P3,-0.15,0.64,40
P3,0.11,0.64,77
P3,0.12,0.65,115
P3,0.00,0.91,54
P3,0.01,0.91,103
P3,-0.04,0.44,361
P3,-0.06,0.45,393
P3,0.02,0.47,377
P3,0.01,0.47,416
P3,-0.24,1.11,120
P3,-0.24,1.12,112
P3,-0.23,1.12,102
P3,-0.22,1.12,18
P3,-0.22,1.11,52
P3,-0.14,1.25,67
P3,-0.13,1.25,44
P3,-0.13,1.24,114
P3,0.04,1.39,20
P3,0.04,1.38,121
P3,-0.13,0.91,85
P3,-0.13,0.92,121
P3,-0.14,0.92,145
P3,-0.14,0.91,103
P3,-0.15,0.91,80
P3,0.04,1.03,72
P3,0.04,1.04,193
P3,0.05,1.03,92
P3,0.20,0.71,352
P3,0.20,0.70,328
P3,0.10,0.23,7389
P3,0.09,0.23,8970
P3,0.07,0.26,9654
P3,0.07,0.27,9064
P3,0.08,0.27,8158
P3,0.08,0.26,5326
P3,0.06,0.50,328
P3,-0.14,0.51,210
P3,-0.14,0.52,189
P3,-0.15,0.52,210
P3,-0.16,0.52,186
P3,-0.19,0.83,189
P3,0.03,0.67,285
P3,0.02,0.67,180
P3,0.21,0.57,559
P3,-0.22,0.63,631
P3,-0.09,0.42,466
P3,-0.10,0.42,264
P3,0.13,0.69,123
P3,0.14,0.69,132
P3,-0.15,0.84,99
P3,-0.14,0.84,99
P3,-0.14,1.26,70
P3,-0.13,1.26,23
P3,0.05,0.33,616
P3,-0.19,0.96,191
P3,-0.18,0.96,93
P3,0.19,0.59,288
P3,0.04,0.31,550
P3,0.00,0.43,593
P3,0.16,1.30,93
P3,0.07,0.47,301
P3,0.09,0.47,139
P3,0.11,0.53,97
P3,0.10,1.39,5
P3,0.10,1.38,27
P3,-0.10,0.59,219
P3,-0.11,0.59,198
P3,-0.03,0.25,2616
P3,-0.20,1.11,31
P3,-0.20,1.12,56
P3,-0.19,1.12,28
P3,-0.18,1.12,49
P3,-0.18,1.11,35
P3,-0.19,0.71,247
P3,-0.18,0.71,133
P3,-0.12,0.37,439
P3,-0.11,0.37,417
P3,0.08,0.20,4697
P3,-0.08,0.55,273
P3,-0.08,0.56,243
P3,0.06,0.67,179
P3,-0.10,0.35,310
P3,0.21,0.58,540
P3,0.22,0.55,801
P3,-0.14,1.02,96
P3,-0.13,1.02,35
P3,0.01,0.32,1313
P3,0.01,0.48,275
P3,-0.22,0.55,821
P3,-0.21,0.55,616
P3,0.20,0.77,179
P3,0.19,0.77,77
P3,0.13,0.55,303
P3,0.13,0.54,210
P3,0.09,0.67,122
P3,0.09,0.66,91
P3,-0.16,1.13,115
P3,-0.15,1.13,152
P3,-0.14,1.13,37
P3,-0.13,0.62,47
P3,-0.14,0.62,113
P3,-0.22,0.64,492
P3,-0.01,1.13,73
P3,-0.02,1.13,120
P3,-0.02,1.14,156
P3,-0.11,0.42,199
P3,-0.06,1.16,119
P3,-0.05,1.15,29
P3,-0.01,0.46,659
P3,-0.02,0.45,468
P3,-0.12,1.07,141
P3,-0.12,1.08,113
P3,-0.13,1.08,70
P3,0.07,0.21,5546
P3,0.09,0.97,169
P3,0.09,0.98,189
P3,0.10,0.98,12
P3,0.10,0.97,13
P3,-0.22,0.66,498
P3,-0.18,0.32,82
P3,-0.17,0.32,575
P3,-0.07,0.80,216
P3,-0.08,0.80,77
P3,-0.09,0.80,59
P3,-0.16,0.70,79
P3,-0.16,0.71,83
P3,-0.17,0.71,67
P3,-0.17,0.70,132
P3,0.05,0.20,4748
P3,0.12,1.13,9
P3,0.12,1.14,70
P3,0.13,1.14,69
P3,0.13,1.13,40
P3,-0.20,1.02,129
P3,-0.21,1.02,116
P3,0.17,1.28,33
P3,0.18,1.28,98
P3,0.18,1.29,102
P3,0.19,1.29,88
P3,0.19,1.28,52
P3,0.18,0.57,231
P3,0.19,0.57,352
P3,0.20,0.57,337
P3,0.07,0.43,157
P3,-0.20,0.92,284
P3,-0.10,0.55,216
P3,-0.11,0.55,168
P3,-0.12,0.55,200
P3,0.24,0.71,336
P3,0.23,0.72,312
P3,-0.05,0.71,159
P3,-0.06,0.71,231
P3,-0.07,0.71,120
P3,-0.07,0.70,179
P3,-0.18,0.43,1092
P3,0.20,0.59,320
P3,-0.19,0.64,223
P3,-0.18,0.64,207
P3,-0.17,0.64,166
P3,-0.13,0.35,2457
P3,-0.18,0.60,484
P3,-0.17,0.60,362
P3,-0.16,0.60,151
P3,0.07,0.22,2793
P3,0.05,0.88,240
P3,0.05,0.89,156
P3,0.11,0.40,156
P3,0.18,0.54,312
P3,-0.05,0.38,285
P3,-0.07,0.38,344
P3,0.07,0.29,1491
P3,0.21,0.39,56
P3,-0.05,1.19,54
P3,-0.05,1.20,76
P3,-0.11,1.02,52
P3,-0.11,1.03,72
P3,-0.12,1.02,40
P3,-0.05,0.74,118
P3,-0.05,0.75,318
P3,-0.06,0.75,139
P3,-0.06,0.74,119
P3,-0.23,0.82,332
P3,0.14,1.10,27
P3,0.13,1.10,38
P3,-0.02,0.58,218
P3,-0.01,0.59,312
P3,-0.01,0.58,220
P3,-0.22,0.49,2363
P3,-0.09,0.41,413
P3,-0.10,0.41,195
P3,0.23,1.26,128
P3,0.23,1.27,45
P3,0.22,1.27,91
P3,0.21,1.27,102
P3,0.05,0.46,248
P3,0.05,0.47,385
P3,0.06,0.47,268
P3,0.06,0.46,283
P3,-0.16,0.56,160
P3,-0.15,0.56,42
P3,0.19,1.32,49
P3,0.18,1.32,74
P3,0.17,1.32,52
P3,0.18,0.81,149
P3,0.18,0.82,184
P3,0.17,0.82,243
P3,0.16,0.82,95
P3,0.24,1.27,58
P3,0.11,1.04,90
P3,0.12,1.04,142
P3,0.12,1.05,157
P3,0.13,1.05,108
P3,0.13,1.04,141
P3,0.10,1.22,21
P3,0.10,1.23,110
P3,-0.17,0.99,124
P3,-0.18,0.99,106
P3,0.02,0.66,148
P3,0.03,0.66,193
P3,-0.08,0.63,202
P3,-0.24,0.79,260
P3,-0.09,0.33,570
P3,0.05,1.09,153
P3,0.05,1.10,186
P3,-0.20,0.89,95
P3,-0.19,0.89,111
P3,0.03,0.30,802
P3,-0.20,0.90,121
P3,-0.20,0.91,203
P3,-0.19,0.91,151
P3,0.17,0.72,70
P3,0.17,0.73,108
P3,0.18,0.72,109
P3,-0.01,0.37,365
P3,-0.02,0.37,578
P3,0.20,1.06,96
P3,0.16,0.47,302
P3,0.19,1.13,105
P3,0.18,1.13,56
P3,0.06,0.34,477
P3,0.07,0.35,465
P3,-0.07,0.89,61
P3,-0.07,0.90,192
P3,0.01,0.39,674
P3,-0.06,0.70,269
P3,0.14,0.94,60
P3,0.15,0.94,117
P3,0.01,0.57,350
P3,0.00,0.58,326
P3,0.00,0.57,304
P3,-0.18,0.56,276
P3,-0.17,0.56,135
P3,-0.22,0.70,324
P3,-0.22,0.69,555
P3,-0.03,0.82,154
P3,0.00,0.63,200
P3,0.01,0.63,88
P3,-0.13,1.05,36
P3,-0.13,1.06,149
P3,-0.14,1.06,128
P3,-0.15,1.06,114
P3,-0.15,1.05,97
P3,-0.20,0.84,161
P3,-0.19,0.84,129
P3,-0.20,0.98,206
P3,-0.21,0.98,180
P3,0.08,0.22,6735
P3,0.08,0.23,3338
P3,0.20,0.91,40
P3,-0.17,0.87,137
P3,-0.05,0.32,703
P3,0.23,1.00,99
P3,-0.10,0.56,135
P3,-0.16,0.48,223
P3,-0.04,0.46,258
P3,-0.04,0.47,322
P3,-0.05,0.47,367
P3,0.01,0.38,640
P3,-0.20,0.81,118
P3,-0.19,0.81,151
P3,-0.11,0.56,205
P3,-0.11,0.57,99
P3,-0.07,0.57,288
P3,0.13,0.51,119
P3,0.14,0.51,204
P3,0.14,0.52,218
P3,0.15,0.52,147
P3,0.15,0.51,99
P3,0.05,1.33,65
P3,0.06,1.33,25
P3,0.06,1.32,33
P3,0.07,1.32,4
P3,-0.06,0.86,141
P3,-0.07,0.86,45
P3,-0.20,0.73,244
P3,-0.18,0.73,133
P3,0.02,0.85,30
P3,-0.16,0.46,293
P3,-0.10,0.82,141
P3,-0.11,0.82,175
P3,-0.11,0.83,118
P3,-0.12,0.82,82
P3,0.01,0.31,780
P3,-0.01,0.88,197
P3,0.00,0.88,140
P3,-0.10,0.31,5110
P3,0.07,0.81,50
P3,0.08,0.81,131
P3,0.09,0.81,179
P3,0.22,0.83,311
P3,0.23,0.84,171
P3,0.23,0.83,145
P3,0.20,0.66,196
P3,0.19,0.66,212
P3,0.17,0.85,51
P3,0.16,0.85,110
P3,0.02,0.69,156
P3,0.07,0.57,139
P3,0.08,0.57,185
P3,0.09,0.57,221
P3,-0.21,1.36,60
P3,-0.21,1.37,7
P3,-0.20,1.37,66
P3,-0.19,1.37,82
P3,-0.19,1.36,112
P3,-0.17,0.28,5
P3,0.20,0.86,143
P3,0.19,0.86,143
P3,0.18,0.86,119
P3,0.18,0.85,57
P3,-0.24,1.17,55
P3,-0.23,1.17,95
P3,-0.22,1.17,97
P3,0.24,0.81,106
P3,0.16,0.86,148
P3,0.17,0.86,119
P3,0.09,0.43,282
P3,-0.10,0.60,174
P3,-0.11,0.60,42
P3,-0.11,0.61,164
P3,0.12,0.51,98
P3,0.13,0.52,209
P3,-0.20,0.63,370
P3,-0.19,0.63,309
P3,-0.19,0.62,263
P3,-0.08,0.42,394
P3,-0.02,0.40,404
P3,-0.08,0.60,164
P3,-0.08,0.59,190
P3,-0.03,0.45,505
P3,-0.03,0.46,472
P3,0.19,0.68,241
P3,-0.06,1.13,86
P3,-0.07,1.13,90
P3,-0.08,1.13,39
P3,-0.01,0.36,538
P3,0.00,0.36,661
P3,-0.15,1.25,58
P3,-0.04,0.74,84
P3,-0.06,0.29,903
P3,-0.07,0.29,1443
P3,-0.11,0.21,1305
P3,0.15,1.35,36
P3,0.16,1.35,33
P3,0.17,1.35,16
P3,-0.19,0.94,121
P3,-0.01,0.27,1789
P3,0.17,0.91,54
P3,0.16,0.91,73
P3,0.16,0.92,138
P3,-0.14,1.35,107
P3,-0.15,1.35,119
P3,-0.16,1.35,34
P3,0.16,0.27,50
P3,0.00,0.96,166
P3,0.02,0.96,89
P3,0.07,0.42,367
P3,0.02,0.57,169
P3,0.03,0.57,328
P3,0.03,0.56,393
P3,0.19,0.69,217
P3,0.24,0.83,158
P3,0.24,1.01,101
P3,0.01,0.69,258
P3,0.01,0.68,282
P3,-0.13,1.15,59
P3,-0.14,1.15,72
P3,0.05,0.71,145
P3,0.06,0.71,121
P3,0.07,0.71,49
P3,-0.18,0.47,645
P3,-0.01,0.96,143
P3,-0.01,0.97,108
P3,-0.03,0.47,450
P3,-0.03,0.48,409
P3,-0.09,0.98,63
P3,-0.09,0.99,174
P3,-0.04,0.42,593
P3,0.20,0.88,155
P3,0.19,0.88,273
P3,0.19,0.87,122
P3,-0.24,0.93,221
P3,-0.24,0.92,130
P3,-0.23,0.92,120
P3,-0.09,0.91,52
P3,-0.09,0.92,157
P3,-0.15,0.53,185
P3,-0.16,0.53,100
P3,-0.09,0.26,2054
P3,-0.09,0.47,277
P3,-0.10,0.47,319
P3,-0.13,0.54,281
P3,-0.07,0.48,378
P3,-0.07,0.49,204
P3,0.24,1.14,66
P3,0.23,1.14,152
P3,0.21,1.12,21
P3,0.21,1.13,111
P3,0.20,1.13,107
P3,0.20,1.12,94
P3,0.17,0.92,37
P3,0.15,0.92,139
P3,0.17,1.13,64
P3,0.16,1.13,54
P3,0.15,1.13,14
P3,0.15,1.12,43
P3,-0.14,0.50,96
P3,-0.01,0.52,345
P3,0.07,0.48,249
P3,0.24,0.90,192
P3,0.23,0.90,257
P3,0.22,0.90,169
P3,0.19,0.47,539
P3,0.20,1.31,120
P3,0.20,1.32,32
P3,0.21,1.32,56
P3,0.21,1.31,103
P3,0.22,1.31,30
P3,-0.08,0.52,308
P3,0.24,0.62,641
P3,-0.12,0.44,177
P3,-0.14,0.88,23
P3,0.16,0.75,44
P3,0.23,0.81,179
P3,0.06,0.39,371
P3,0.07,0.39,558
P3,0.07,0.38,360
P3,0.23,1.15,35
P3,0.23,1.16,6
P3,0.24,1.16,30
P3,0.24,1.15,49
P3,0.17,1.10,160
P3,0.16,1.10,66
P3,0.20,1.35,14
P3,0.20,1.36,51
P3,0.19,1.36,69
P3,0.19,1.35,9
P3,-0.16,0.61,131
P3,-0.17,0.61,228
P3,0.24,0.65,455
P3,-0.24,0.72,232
P3,-0.17,0.55,266
P3,-0.18,0.55,324
P3,-0.18,0.54,253
P3,0.16,0.25,1
P3,0.14,0.77,54
P3,0.15,0.77,96
P3,0.16,0.77,136
P3,0.16,0.76,110
P3,0.19,0.62,274
P3,-0.24,0.75,175
P3,-0.13,0.38,308
P3,-0.12,0.38,188
P3,-0.09,0.96,62
P3,-0.10,0.96,108
P3,-0.10,0.95,77
P3,-0.16,0.65,67
P3,-0.17,0.65,91
P3,-0.16,0.39,1762
P3,-0.10,1.13,23
P3,-0.10,1.14,33
P3,-0.09,1.14,87
P3,-0.09,1.13,14
P3,-0.21,0.63,429
P3,0.03,0.42,404
P3,-0.05,0.84,172
P3,-0.04,0.84,124
P3,-0.15,1.10,90
P3,-0.14,1.10,62
P3,-0.17,0.46,579
P3,0.08,0.31,1098
P3,-0.18,0.84,108
P3,-0.24,0.81,411
P3,-0.11,0.51,184
P3,-0.12,0.51,117
P3,-0.12,0.50,198
P3,-0.07,0.62,90
P3,0.10,0.37,329
P3,0.10,0.36,257
P3,0.24,0.82,268
P3,0.23,0.82,189
P3,0.17,0.47,438
P3,0.16,0.48,444
P3,-0.17,0.83,163
P3,-0.14,1.14,34
P3,-0.13,1.14,55
P3,-0.12,1.14,39
P3,-0.16,0.82,156
P3,-0.17,0.82,108
P3,-0.18,0.82,163
P3,-0.18,0.81,84
P3,-0.17,0.85,84
P3,-0.16,0.85,87
P3,-0.15,0.85,86
P3,0.03,0.43,435
P3,0.24,1.06,81
P3,0.08,0.39,322
P3,0.09,0.40,202
P3,0.09,0.39,288
P3,0.10,0.39,253
P3,0.17,1.37,141
P3,0.18,1.37,151
P3,0.20,0.53,663
P3,0.19,0.83,65
P3,0.19,0.84,104
P3,0.21,0.83,179
P3,-0.17,1.05,72
P3,-0.16,1.05,119
P3,-0.10,0.38,187
P3,-0.11,0.38,300
P3,-0.24,1.02,68
P3,-0.24,1.03,64
P3,-0.23,1.03,110
P3,-0.22,1.03,130
P3,-0.22,1.02,84
P3,0.17,1.03,124
P3,0.17,1.04,81
P3,0.18,1.04,77
P3,0.18,1.03,125
P3,0.20,0.47,875
P3,-0.18,1.00,81
P3,-0.19,1.00,83
P3,-0.19,0.99,113
P3,-0.20,0.99,86
P3,-0.03,0.49,311
P3,0.02,0.33,933
