family,x,y,count
P2,0.18,0.68,8
P2,0.18,0.67,11
P2,-0.12,0.33,375
P2,-0.23,0.39,240
P2,0.07,0.47,456
P2,-0.12,1.12,59
P2,-0.01,0.96,102
P2,-0.01,0.97,251
P2,0.12,0.93,284
P2,0.11,0.93,375
P2,0.14,0.37,597
P2,0.03,1.17,83
P2,0.03,1.18,30
P2,0.02,1.17,42
P2,-0.09,1.17,31
P2,-0.10,1.17,25
P2,-0.10,1.16,1
P2,-0.18,1.02,152
P2,-0.15,0.66,77
P2,-0.16,0.66,117
P2,-0.17,0.67,98
P2,-0.17,0.66,147
P2,0.16,0.42,1943
P2,0.25,0.99,162
P2,0.26,0.99,137
P2,0.03,0.63,646
P2,0.04,0.63,18593
P2,-0.15,0.94,95
P2,-0.03,1.26,45
P2,-0.03,1.27,59
P2,-0.11,0.53,485
P2,-0.11,0.54,560
P2,0.06,1.17,106
P2,0.05,1.17,78
P2,-0.14,0.74,292
P2,0.17,0.38,250
P2,-0.21,0.87,299
P2,0.07,0.88,388
P2,0.08,0.88,449
P2,0.13,0.84,318
P2,0.13,0.85,301
P2,0.12,0.84,331
P2,-0.07,0.90,98
P2,0.28,0.92,93
P2,0.29,0.92,95
P2,0.29,0.91,142
P2,0.16,0.45,4127
P2,0.30,1.09,54
P2,0.30,1.10,13
P2,0.31,1.10,21
P2,0.32,1.10,3
P2,0.32,1.09,10
P2,-0.18,0.81,361
P2,-0.17,0.81,309
P2,0.06,0.85,998
P2,0.00,1.01,171
P2,0.00,1.02,108
P2,-0.24,1.01,109
P2,-0.24,1.00,110
P2,0.12,0.98,185
P2,0.12,0.99,324
P2,0.11,0.99,306
P2,0.10,0.99,211
P2,0.14,0.53,309
P2,0.08,0.91,604
P2,0.08,0.92,492
P2,0.07,0.92,323
P2,0.07,0.91,385
P2,0.09,0.63,33754
P2,-0.09,0.99,70
P2,-0.08,0.99,192
P2,-0.09,0.68,575
P2,-0.09,0.69,258
P2,0.18,0.53,4374
P2,0.12,1.05,99
P2,0.11,1.05,245
P2,0.10,1.05,222
P2,-0.18,0.98,188
P2,-0.19,0.98,233
P2,-0.21,0.92,339
P2,-0.01,1.39,5
P2,-0.01,1.38,63
P2,-0.22,1.03,221
P2,0.10,0.62,3017
P2,0.11,0.62,1449
P2,0.11,0.61,1368
P2,-0.19,1.20,154
P2,-0.19,1.21,167
P2,-0.20,1.21,229
P2,-0.10,1.21,47
P2,-0.11,1.21,56
P2,-0.11,1.20,55
P2,-0.01,0.66,391
P2,0.11,0.37,3388
P2,-0.22,1.25,139
P2,-0.23,1.25,83
P2,-0.24,1.25,44
P2,-0.24,1.24,108
P2,-0.08,0.44,491
P2,-0.08,0.43,660
P2,0.15,1.01,225
P2,0.15,1.02,124
P2,0.18,0.83,849
P2,-0.14,0.70,104
P2,-0.15,0.70,207
P2,-0.15,0.30,160
P2,-0.13,0.23,244
P2,-0.18,0.82,236
P2,0.07,0.46,624
P2,0.10,0.80,258
P2,-0.10,0.44,836
P2,0.11,0.90,1792
P2,0.10,0.90,2454
P2,-0.19,0.94,234
P2,-0.18,0.94,239
P2,-0.17,0.94,250
P2,0.04,0.90,517
P2,0.12,0.62,1166
P2,0.06,0.48,605
P2,0.07,0.54,434
P2,-0.16,0.64,102
P2,-0.17,0.64,149
P2,-0.18,0.64,192
P2,-0.20,0.63,385
P2,-0.21,1.09,199
P2,-0.20,1.09,145
P2,-0.19,1.09,91
P2,-0.08,0.78,120
P2,-0.14,1.16,108
P2,-0.17,0.57,143
P2,-0.04,1.03,183
P2,0.03,0.76,308
P2,0.08,1.17,35
P2,0.09,1.17,88
P2,0.10,1.17,26
P2,-0.12,1.20,14
P2,-0.12,1.21,22
P2,-0.13,1.21,141
P2,-0.13,1.20,34
P2,0.14,0.55,307
P2,0.15,0.55,449
P2,0.33,0.74,8
P2,0.34,0.74,20
P2,0.35,0.74,21
P2,-0.15,0.64,122
P2,-0.08,0.42,647
P2,-0.23,1.28,171
P2,-0.24,1.28,213
P2,0.11,0.49,342
P2,0.12,0.49,241
P2,0.13,0.49,215
P2,0.00,0.64,22850
P2,0.01,0.80,326
P2,0.01,0.81,210
P2,0.02,0.81,344
P2,-0.01,1.01,74
P2,-0.12,1.00,129
P2,0.09,0.53,450
P2,0.01,0.64,3324
P2,0.05,0.79,314
P2,0.04,0.79,612
P2,-0.10,0.83,260
P2,-0.23,0.99,362
P2,0.33,0.75,51
P2,-0.15,0.87,157
P2,-0.16,0.87,156
P2,-0.22,0.39,78
P2,-0.05,0.37,1029
P2,-0.23,1.38,58
P2,-0.20,0.90,253
P2,0.10,0.49,472
P2,0.11,0.48,266
P2,-0.13,0.97,118
P2,-0.13,0.98,47
P2,-0.14,0.97,196
P2,-0.15,0.97,135
P2,-0.16,0.79,161
P2,-0.05,1.04,132
P2,-0.14,0.53,223
P2,-0.15,0.53,221
P2,-0.16,0.53,214
P2,-0.08,0.61,442
P2,-0.09,0.62,488
P2,-0.04,0.61,607
P2,-0.05,0.61,466
P2,0.10,1.28,6
P2,0.10,1.29,58
P2,-0.21,0.71,456
P2,0.23,0.27,450
P2,0.22,0.27,169
P2,0.21,0.27,175
P2,0.16,0.98,262
P2,-0.14,1.13,111
P2,0.20,0.87,397
P2,-0.23,0.79,360
P2,-0.09,0.46,701
P2,-0.22,0.54,496
P2,-0.21,1.31,160
P2,-0.21,1.32,104
P2,-0.20,1.32,46
P2,-0.20,1.31,73
P2,-0.19,1.31,54
P2,0.10,0.52,289
P2,0.10,0.53,404
P2,0.11,0.52,99
P2,-0.24,1.09,202
P2,-0.23,1.09,196
P2,-0.06,0.83,330
P2,-0.24,1.11,120
P2,-0.24,1.12,78
P2,-0.23,1.12,94
P2,-0.23,1.11,93
P2,-0.22,1.11,112
P2,-0.15,0.63,219
P2,-0.21,0.42,20
P2,0.20,0.44,41758
P2,0.00,0.59,610
P2,-0.01,0.59,431
P2,-0.14,0.86,159
P2,-0.24,0.33,126
P2,0.18,0.52,4591
P2,0.15,1.33,84
P2,0.16,1.33,70
P2,0.16,1.32,41
P2,0.20,0.98,117
P2,0.20,0.99,203
P2,0.21,0.98,139
P2,-0.19,0.90,214
P2,-0.04,0.43,998
P2,0.03,0.94,139
P2,0.11,0.96,405
P2,-0.08,0.64,490
P2,0.12,0.26,376
P2,-0.14,0.61,246
P2,-0.14,0.60,202
P2,-0.18,1.09,111
P2,-0.17,1.09,158
P2,-0.16,1.09,113
P2,0.29,0.83,115
P2,0.19,0.53,91
P2,0.40,1.22,9
P2,0.39,1.22,3
P2,0.30,0.88,235
P2,-0.11,0.44,607
P2,0.08,0.49,498
P2,0.09,0.49,502
P2,0.36,0.78,56
P2,0.37,0.78,33
P2,-0.12,1.34,58
P2,-0.13,1.35,77
P2,-0.13,1.34,23
P2,-0.14,1.34,13
P2,-0.02,0.84,354
P2,0.08,0.95,414
P2,0.08,0.96,237
P2,0.07,0.96,249
P2,0.07,0.95,377
P2,0.05,0.92,524
P2,-0.22,1.39,12
P2,-0.22,1.38,125
P2,0.21,1.04,79
P2,0.21,1.05,99
P2,0.22,1.05,43
P2,0.43,1.08,1
P2,0.42,1.08,6
P2,-0.05,0.90,190
P2,0.09,0.62,10023
P2,-0.11,0.93,149
P2,-0.12,0.93,138
P2,-0.13,0.93,73
P2,0.11,0.36,512
P2,-0.15,0.71,347
P2,-0.16,0.71,119
P2,0.08,0.89,2125
P2,0.07,0.89,2037
P2,0.02,1.04,54
P2,0.01,1.04,55
P2,-0.08,1.06,54
P2,-0.08,1.07,162
P2,-0.09,1.07,136
P2,-0.09,1.06,37
P2,-0.04,0.78,667
P2,-0.04,0.79,611
P2,-0.03,0.79,731
P2,-0.16,0.41,125
P2,0.13,0.90,2022
P2,0.13,0.91,753
P2,0.10,0.86,2682
P2,0.09,0.86,1030
P2,-0.14,0.93,113
P2,0.13,0.93,456
P2,0.13,0.94,467
P2,0.14,0.93,475
P2,0.10,0.88,688
P2,0.24,1.15,57
P2,0.25,1.15,41
P2,0.26,1.15,38
P2,-0.18,1.15,177
P2,0.04,1.22,21
P2,0.03,1.22,80
P2,0.02,1.22,81
P2,-0.08,0.48,554
P2,-0.14,0.46,287
P2,-0.12,0.73,364
P2,-0.18,1.21,115
P2,-0.18,1.20,102
P2,-0.21,0.80,309
P2,-0.10,0.82,288
P2,-0.22,0.99,214
P2,-0.21,0.99,206
P2,-0.23,1.32,122
P2,-0.24,1.32,88
P2,-0.24,1.31,61
P2,-0.15,1.24,136
P2,-0.04,0.37,1109
P2,-0.09,0.78,161
P2,-0.14,0.26,178
P2,-0.15,0.26,71
P2,-0.19,0.50,14
P2,-0.20,0.50,41
P2,-0.08,0.65,371
P2,-0.09,0.65,228
P2,0.03,1.04,77
P2,-0.24,0.97,234
P2,-0.06,1.03,175
P2,-0.05,0.59,352
P2,-0.05,0.60,451
P2,0.02,1.12,97
P2,0.02,1.13,112
P2,0.03,1.13,119
P2,0.03,1.12,111
P2,-0.14,1.14,90
P2,0.13,0.33,592
P2,-0.11,0.73,243
P2,0.03,1.39,24
P2,0.05,0.63,2109
P2,0.42,1.32,5
P2,0.41,1.32,17
P2,0.40,1.32,1
P2,-0.15,0.32,207
P2,-0.04,0.65,13676
P2,0.08,0.57,540
P2,0.08,0.58,421
P2,0.00,0.88,305
P2,0.01,0.88,325
P2,-0.15,1.26,104
P2,-0.15,1.27,85
P2,-0.16,1.27,162
P2,-0.16,1.26,90
P2,0.15,0.85,241
P2,0.16,0.85,333
P2,-0.23,1.01,138
P2,0.11,0.58,1787
P2,0.11,0.57,336
P2,-0.13,0.70,286
P2,-0.16,0.42,162
P2,0.24,0.97,108
P2,0.24,0.98,22
P2,0.25,0.97,98
P2,-0.09,0.64,422
P2,-0.10,0.65,412
P2,-0.10,0.64,233
P2,-0.18,1.00,209
P2,-0.19,1.01,201
P2,-0.09,0.63,502
P2,-0.10,0.62,258
P2,0.04,0.84,1500
P2,0.03,0.84,511
P2,-0.17,0.80,212
P2,0.15,1.12,208
P2,0.15,1.13,105
P2,0.09,0.91,641
P2,-0.13,0.27,424
P2,0.06,0.43,671
P2,0.12,1.17,110
P2,0.12,1.18,70
P2,-0.18,1.06,65
P2,-0.17,1.06,120
P2,0.43,0.95,1
P2,0.42,0.95,38
P2,-0.09,0.37,695
P2,-0.16,1.29,72
P2,-0.16,1.30,93
P2,-0.15,1.30,52
P2,-0.15,1.29,9
P2,-0.14,1.29,54
P2,-0.02,0.79,404
P2,-0.17,0.69,197
P2,0.04,1.03,257
P2,0.13,0.26,140
P2,-0.16,0.32,144
P2,-0.10,0.41,598
P2,0.01,0.97,112
P2,0.02,0.97,161
P2,-0.23,0.97,300
P2,-0.22,0.97,249
P2,0.21,0.92,155
P2,-0.18,1.26,176
P2,-0.17,1.26,111
P2,0.08,0.61,11939
P2,0.39,0.75,19
P2,0.05,0.52,610
P2,0.06,0.51,469
P2,-0.13,0.48,263
P2,-0.14,0.49,383
P2,-0.15,0.48,252
P2,0.22,0.91,288
P2,0.22,0.92,223
P2,0.23,0.91,194
P2,0.15,0.92,732
P2,-0.01,0.92,138
P2,0.00,0.92,91
P2,0.20,1.31,45
P2,0.21,1.31,17
P2,0.21,1.32,15
P2,0.22,1.31,24
P2,-0.17,0.32,14
P2,-0.23,1.36,72
P2,-0.23,1.35,29
P2,-0.20,1.34,102
P2,0.23,1.11,102
P2,0.23,1.12,61
P2,0.24,1.12,142
P2,0.24,1.11,69
P2,0.25,1.11,56
P2,0.43,0.71,1
P2,0.42,0.71,2
P2,0.02,0.61,497
P2,0.02,1.16,58
P2,0.10,0.44,494
P2,0.10,0.45,586
P2,0.11,0.45,388
P2,-0.13,0.38,259
P2,-0.14,0.38,162
P2,-0.15,1.18,165
P2,-0.14,1.18,173
P2,-0.16,0.44,157
P2,-0.17,0.44,76
P2,-0.17,0.43,103
P2,-0.16,0.58,231
P2,-0.15,0.58,242
P2,-0.17,0.95,276
P2,-0.07,0.83,349
P2,-0.08,0.83,237
P2,-0.08,0.82,262
P2,0.09,0.61,5977
P2,-0.16,0.81,222
P2,0.11,0.35,437
P2,0.12,0.34,3073
P2,0.13,0.34,310
P2,0.14,0.33,341
P2,0.15,0.38,157
P2,0.14,0.64,522
P2,-0.19,0.63,292
P2,0.09,0.35,769
P2,-0.05,1.10,22
P2,0.09,0.52,363
P2,0.40,1.36,5
P2,0.39,1.36,21
P2,0.38,1.36,16
P2,0.12,1.24,30
P2,0.11,1.24,71
P2,0.11,1.25,68
P2,0.10,1.24,52
P2,-0.09,1.20,144
P2,0.43,0.77,2
P2,0.42,0.77,70
P2,-0.23,0.32,65
P2,-0.22,0.33,211
P2,-0.21,1.11,104
P2,0.05,1.03,200
P2,-0.09,0.72,370
P2,0.18,0.70,2531
P2,0.18,0.69,253
P2,0.20,0.70,1476
P2,0.20,0.69,6
P2,0.19,0.68,7
P2,0.19,0.67,8
P2,0.08,1.09,144
P2,0.08,1.10,139
P2,0.07,1.09,101
P2,0.00,1.00,55
P2,0.34,0.82,86
P2,0.34,0.81,52
P2,-0.14,0.72,314
P2,-0.16,0.72,137
P2,0.21,1.16,82
P2,0.21,1.17,31
P2,0.22,1.17,68
P2,0.23,1.17,19
P2,0.23,1.16,9
P2,-0.04,1.12,100
P2,0.09,1.02,136
P2,0.08,1.02,75
P2,0.08,1.03,79
P2,-0.24,0.74,465
P2,0.05,0.84,1212
P2,0.06,0.84,846
P2,0.17,0.81,127
P2,-0.23,0.33,42
P2,0.35,0.75,49
P2,-0.10,0.61,345
P2,-0.24,1.19,97
P2,-0.24,1.18,78
P2,0.17,0.84,471
P2,-0.18,1.39,31
P2,-0.12,1.39,34
P2,-0.17,1.30,132
P2,-0.16,1.01,255
P2,-0.17,1.01,252
P2,-0.20,0.71,363
P2,-0.07,0.89,185
P2,0.23,0.92,116
P2,0.16,1.04,141
P2,0.12,0.82,1380
P2,0.12,0.47,257
P2,-0.10,0.75,178
P2,-0.11,0.76,203
P2,0.13,0.89,563
P2,0.01,1.01,210
P2,-0.20,0.62,228
P2,-0.17,0.53,139
P2,-0.17,0.52,129
P2,0.16,0.55,4400
P2,0.31,0.79,128
P2,0.12,0.88,526
P2,0.13,0.88,700
P2,0.09,1.34,10
P2,0.10,1.34,80
P2,0.11,1.34,139
P2,-0.12,1.11,93
P2,-0.13,1.12,90
P2,-0.13,1.11,87
P2,0.10,1.12,252
P2,0.09,1.12,108
P2,0.09,1.13,109
P2,0.08,1.13,43
P2,0.08,1.12,83
P2,-0.23,1.39,7
P2,0.09,0.92,503
P2,-0.14,1.04,68
P2,-0.03,0.91,102
P2,-0.23,0.27,211
P2,-0.23,0.31,208
P2,-0.22,0.31,520
P2,0.20,1.16,139
P2,0.22,1.16,15
P2,-0.05,1.12,69
P2,-0.05,1.11,90
P2,-0.16,0.90,199
P2,-0.17,0.91,202
P2,-0.17,0.90,276
P2,-0.08,0.98,117
P2,-0.09,0.98,186
P2,-0.10,0.98,94
P2,0.20,1.04,172
P2,0.20,1.03,161
P2,0.24,0.88,34
P2,0.25,0.88,82
P2,0.26,0.88,115
P2,0.28,0.82,89
P2,0.05,0.83,285
P2,-0.19,0.71,286
P2,-0.08,1.11,64
P2,-0.08,1.10,1
P2,0.20,1.27,44
P2,0.20,1.28,75
P2,0.21,1.28,102
P2,0.21,1.27,68
P2,-0.14,0.87,151
P2,-0.06,1.18,103
P2,-0.06,1.19,108
P2,0.06,0.63,1300
P2,0.07,0.63,787
P2,-0.17,1.21,73
P2,-0.18,0.63,154
P2,-0.16,0.83,136
P2,-0.17,0.83,161
P2,-0.13,0.83,153
P2,-0.16,0.95,112
P2,0.07,0.60,21328
P2,-0.24,1.35,126
P2,-0.24,1.36,68
P2,-0.04,0.99,165
P2,-0.05,0.99,24
P2,-0.05,0.98,80
P2,0.01,0.99,177
P2,0.18,0.61,66
P2,0.18,0.60,107
P2,-0.16,0.75,116
P2,0.11,0.59,1708
P2,0.14,0.54,194
P2,0.15,0.54,151
P2,-0.22,1.09,199
P2,0.03,0.80,302
P2,0.28,0.93,80
P2,0.28,0.94,92
P2,0.27,0.94,139
P2,0.26,0.94,164
P2,0.26,0.93,86
P2,0.23,0.31,133
P2,-0.21,1.38,187
P2,-0.21,1.39,22
P2,-0.20,1.39,16
P2,-0.20,1.38,95
P2,-0.19,0.59,225
P2,-0.21,1.08,235
P2,-0.19,1.08,168
P2,0.04,0.83,422
P2,0.00,0.96,99
P2,0.01,0.96,113
P2,0.02,0.96,148
P2,0.02,0.95,190
P2,-0.24,1.27,54
P2,-0.23,1.27,120
P2,-0.03,0.89,328
P2,-0.03,0.90,360
P2,-0.04,0.90,132
P2,-0.12,0.31,649
P2,0.23,0.69,500
P2,0.23,0.68,3
P2,0.22,0.67,3
P2,0.22,0.66,4
P2,-0.20,1.10,183
P2,-0.24,1.02,163
P2,-0.23,1.02,219
P2,0.42,0.88,24
P2,0.41,0.88,86
P2,0.40,0.88,22
P2,0.02,1.06,154
P2,-0.07,0.98,115
P2,-0.07,0.99,12
P2,-0.11,0.89,64
P2,-0.22,0.24,1
P2,-0.15,0.81,136
P2,-0.07,0.67,558
P2,-0.08,0.91,92
P2,-0.08,0.92,200
P2,-0.09,0.92,193
P2,-0.09,0.91,83
P2,-0.01,1.06,67
P2,0.00,1.06,136
P2,0.00,1.07,66
P2,-0.05,1.00,70
P2,-0.04,1.00,161
P2,-0.22,0.53,293
P2,0.02,1.05,119
P2,0.04,1.05,50
P2,-0.12,0.99,143
P2,0.06,0.68,268
P2,-0.19,0.35,161
P2,-0.10,0.93,62
P2,-0.13,0.28,287
P2,-0.11,0.71,318
P2,-0.18,0.84,237
P2,-0.17,0.84,173
P2,0.26,0.63,3
P2,0.01,0.58,509
P2,-0.11,0.65,341
P2,-0.04,0.62,595
P2,-0.18,0.97,267
P2,0.01,1.33,62
P2,-0.15,1.39,3
P2,0.04,1.11,115
P2,-0.15,0.38,221
P2,-0.16,0.38,164
P2,-0.18,1.25,101
P2,-0.19,1.25,142
P2,-0.20,1.25,142
P2,0.09,1.05,208
P2,0.08,1.05,189
P2,0.08,1.04,102
P2,-0.18,1.24,33
P2,-0.17,1.25,96
P2,-0.17,1.24,51
P2,-0.16,1.24,70
P2,-0.18,0.69,191
P2,-0.18,0.70,189
P2,0.14,0.46,253
P2,0.10,0.36,521
P2,0.13,1.32,106
P2,0.14,1.32,12
P2,0.14,1.31,25
P2,0.11,0.87,543
P2,0.09,0.87,446
P2,0.03,0.67,2696
P2,-0.21,0.68,377
P2,0.42,1.21,4
P2,0.41,1.21,10
P2,0.04,1.27,67
P2,0.04,1.26,31
P2,-0.02,0.80,816
P2,-0.01,0.80,456
P2,-0.24,0.37,443
P2,-0.23,0.37,282
P2,-0.23,1.13,79
P2,-0.19,0.32,115
P2,-0.08,1.35,86
P2,-0.08,1.36,39
P2,-0.23,1.26,55
P2,-0.22,1.27,176
P2,-0.21,1.27,57
P2,-0.21,1.26,78
P2,0.12,0.59,2808
P2,0.04,0.78,149
P2,-0.13,1.07,116
P2,-0.13,1.06,84
P2,0.35,0.78,51
P2,-0.08,1.13,58
P2,0.05,0.58,405
P2,-0.24,0.31,55
P2,0.00,1.30,21
P2,0.01,1.30,43
P2,0.01,1.29,82
P2,0.11,0.69,24751
P2,0.14,1.10,192
P2,0.14,1.11,223
P2,-0.15,1.38,154
P2,0.10,0.87,730
P2,0.12,0.58,2736
P2,-0.17,0.60,109
P2,-0.18,0.60,147
P2,0.19,1.01,130
P2,0.20,1.01,91
P2,0.21,1.01,22
P2,0.18,0.94,297
P2,0.19,0.94,217
P2,-0.12,0.84,94
P2,0.19,0.97,182
P2,0.19,0.98,152
P2,0.10,1.06,231
P2,-0.11,0.86,42
P2,-0.21,0.47,117
P2,-0.20,0.47,60
P2,0.13,0.86,1956
P2,-0.18,1.19,173
P2,-0.17,1.19,129
P2,-0.16,1.19,52
P2,0.19,1.30,56
P2,0.19,1.31,99
P2,0.20,1.30,50
P2,0.24,0.92,81
P2,0.25,0.92,124
P2,0.25,0.91,96
P2,-0.09,0.44,505
P2,-0.07,0.82,494
P2,-0.09,0.82,223
P2,0.41,0.77,19
P2,0.40,0.77,2
P2,-0.12,0.79,266
P2,-0.13,0.79,260
P2,-0.14,0.79,211
P2,0.24,0.31,126
P2,0.26,0.91,75
P2,0.26,0.90,115
P2,0.03,0.85,284
P2,-0.10,1.13,142
P2,-0.11,1.03,55
P2,-0.11,1.04,72
P2,0.42,0.98,24
P2,0.41,0.98,3
P2,-0.07,1.39,1
P2,-0.07,1.38,15
P2,0.43,0.65,1
P2,0.42,0.65,28
P2,-0.12,1.26,37
P2,-0.13,1.27,94
P2,-0.13,1.26,105
P2,-0.07,1.06,137
P2,0.36,0.82,85
P2,0.37,0.82,54
P2,-0.19,0.45,49
P2,-0.18,0.45,131
P2,-0.17,0.45,162
P2,-0.18,0.57,50
P2,-0.15,0.68,118
P2,0.16,0.37,6356
P2,0.06,0.65,11935
P2,-0.02,0.67,1732
P2,0.12,0.60,2007
P2,-0.14,0.62,197
P2,0.16,0.36,94067
P2,0.07,0.50,397
P2,0.09,0.64,806
P2,-0.06,0.71,297
P2,0.08,0.64,510
P2,-0.23,1.21,177
P2,-0.22,1.21,150
P2,-0.02,1.24,35
P2,-0.02,1.25,67
P2,-0.20,1.28,70
P2,0.10,0.61,1173
P2,-0.12,0.83,155
P2,-0.13,0.84,135
P2,0.08,0.66,3668
P2,0.08,0.65,486
P2,-0.03,0.67,11904
P2,-0.03,0.66,10090
P2,-0.11,0.94,135
P2,-0.12,0.94,134
P2,0.00,1.27,32
P2,-0.14,1.27,104
P2,0.18,0.36,2158
P2,0.18,0.37,122
P2,0.18,0.38,47
P2,0.18,0.45,5174
P2,-0.15,1.19,81
P2,-0.14,1.19,46
P2,0.18,0.49,2767
P2,0.18,0.50,3753
P2,0.18,0.51,4788
P2,0.15,0.36,3212
P2,0.13,1.12,118
P2,0.13,1.13,206
P2,0.17,0.47,1370
P2,0.19,0.33,3277
P2,0.19,0.32,26128
P2,-0.01,0.60,532
P2,0.00,0.60,442
P2,-0.21,0.43,31
P2,0.15,0.29,1150
P2,0.15,0.28,1163
P2,-0.08,1.39,3
P2,-0.08,1.38,52
P2,0.23,0.88,81
P2,0.23,0.89,130
P2,-0.19,1.19,108
P2,0.38,0.71,39
P2,0.39,0.71,19
P2,0.13,0.35,425
P2,0.07,1.21,31
P2,0.07,1.22,48
P2,0.06,1.22,40
P2,0.06,1.21,27
P2,0.11,0.84,340
P2,0.05,1.32,100
P2,0.05,1.33,96
P2,0.06,1.32,62
P2,0.08,0.87,381
P2,0.07,0.87,286
P2,-0.24,0.92,162
P2,-0.16,0.54,145
P2,-0.17,0.54,121
P2,-0.18,0.54,94
P2,0.15,0.33,3545
P2,0.13,0.48,187
P2,0.24,0.95,245
P2,0.25,0.95,117
P2,0.08,0.68,7683
P2,0.09,0.67,6746
P2,0.15,0.35,505
P2,0.16,0.86,944
P2,0.15,0.86,1013
P2,-0.03,1.14,3
P2,-0.18,1.31,130
P2,-0.17,1.31,191
P2,-0.17,1.32,135
P2,-0.16,1.32,98
P2,0.07,0.65,2526
P2,0.17,1.08,74
P2,0.18,1.08,200
P2,0.18,1.09,90
P2,0.19,1.08,78
P2,-0.19,1.16,80
P2,-0.18,1.16,66
P2,-0.21,1.12,129
P2,-0.20,1.12,128
P2,-0.20,1.13,174
P2,-0.19,1.12,87
P2,0.08,1.18,103
P2,0.07,1.18,126
P2,-0.04,0.80,373
P2,0.02,1.01,144
P2,-0.18,0.56,94
P2,0.10,0.60,1444
P2,0.42,0.70,2
P2,-0.21,0.62,329
P2,-0.18,1.30,121
P2,-0.11,1.30,117
P2,-0.06,0.94,32
P2,0.27,0.93,80
P2,0.26,0.86,125
P2,-0.12,0.70,169
P2,0.17,0.33,54
P2,0.17,0.32,1774
P2,0.17,0.31,82
P2,0.19,0.37,5684
P2,0.19,0.38,1514
P2,0.19,0.39,1868
P2,-0.11,0.82,177
P2,-0.11,0.81,165
P2,0.16,1.08,122
P2,0.15,1.08,137
P2,0.43,1.20,5
P2,0.42,1.19,2
P2,0.38,1.24,4
P2,0.37,1.24,15
P2,-0.04,0.60,512
P2,0.01,1.00,149
P2,-0.02,0.60,671
P2,0.11,0.50,336
P2,0.16,0.46,1510
P2,0.16,0.47,1256
P2,0.11,0.60,1966
P2,0.18,0.71,10
P2,-0.21,1.16,79
P2,0.15,0.30,1341
P2,0.02,1.29,130
P2,0.12,0.89,457
P2,0.15,0.37,182
P2,-0.12,0.74,392
P2,-0.13,0.74,326
P2,0.17,0.37,265
P2,-0.20,1.02,193
P2,-0.19,1.02,209
P2,0.08,1.30,47
P2,0.08,1.31,77
P2,0.09,1.31,22
P2,0.42,1.23,3
P2,0.31,0.81,130
P2,0.23,1.26,8
P2,0.23,1.27,16
P2,0.24,1.27,17
P2,0.24,1.26,10
P2,0.13,0.58,3790
P2,0.06,1.31,26
P2,0.26,1.14,38
P2,0.27,1.15,38
P2,0.28,1.15,5
P2,0.28,1.14,56
P2,0.12,0.61,1724
P2,0.24,0.68,88
P2,0.23,0.67,4
P2,0.23,0.66,6
P2,0.19,0.52,196
P2,0.11,0.56,354
P2,0.15,1.00,167
P2,0.14,1.00,306
P2,0.13,1.00,271
P2,-0.20,1.19,139
P2,-0.12,1.23,99
P2,-0.11,1.23,72
P2,-0.23,1.24,167
P2,0.21,0.93,156
P2,0.22,0.93,193
P2,0.23,0.93,109
P2,-0.22,1.02,236
P2,-0.11,0.69,389
P2,-0.12,0.69,164
P2,0.14,0.85,255
P2,-0.10,0.78,562
P2,0.16,0.35,2014
P2,0.08,1.15,106
P2,0.08,1.16,46
P2,0.07,1.15,45
P2,0.11,1.02,226
P2,0.10,1.02,208
P2,0.10,1.03,149
P2,-0.15,1.05,124
P2,-0.16,1.05,123
P2,0.22,0.24,735
P2,0.20,1.29,40
P2,0.21,1.29,55
P2,0.21,1.30,62
P2,0.22,1.30,30
P2,0.22,1.29,5
P2,0.39,1.33,15
P2,0.40,1.33,44
P2,0.41,1.33,7
P2,0.22,0.96,232
P2,0.04,1.39,4
P2,0.04,1.38,45
P2,0.21,0.67,2
P2,0.11,1.13,150
P2,-0.15,1.25,75
P2,0.06,1.35,6
P2,0.05,1.35,7
P2,0.05,1.36,83
P2,0.04,1.35,13
P2,0.21,0.44,31758
P2,-0.04,1.30,7
P2,-0.04,1.31,94
P2,-0.20,1.14,254
P2,0.00,0.81,492
P2,-0.01,0.81,978
P2,-0.18,0.55,86
P2,0.22,1.06,27
P2,0.23,1.06,39
P2,0.23,1.05,47
P2,0.22,1.22,45
P2,0.23,1.22,89
P2,0.24,1.22,71
P2,-0.16,0.70,214
P2,-0.17,0.70,194
P2,0.11,0.44,412
P2,-0.19,0.48,44
P2,0.14,0.28,242
P2,0.29,1.18,47
P2,0.29,1.19,19
P2,0.30,1.19,38
P2,0.30,1.18,10
P2,0.31,1.18,9
P2,-0.24,1.26,101
P2,-0.05,1.13,54
P2,0.15,0.87,1118
P2,0.42,1.14,7
P2,0.41,1.14,18
P2,0.40,1.14,1
P2,0.14,1.23,20
P2,0.14,1.24,50
P2,0.43,1.26,1
P2,0.42,1.26,11
P2,0.42,1.25,10
P2,0.16,0.28,179
P2,0.14,1.12,74
P2,0.14,1.13,97
P2,0.12,1.13,49
P2,0.12,1.12,166
P2,0.38,0.69,5
P2,0.39,0.69,16
P2,0.21,0.45,5762
P2,0.22,0.45,4138
P2,0.20,0.45,7596
P2,-0.01,0.98,87
P2,-0.01,0.99,178
P2,0.00,0.99,138
P2,0.00,0.98,143
P2,0.20,1.14,36
P2,0.20,1.13,80
P2,-0.18,1.32,186
P2,-0.19,1.32,109
P2,-0.07,0.76,773
